period,application_name,b_2_b_transactions_value_cr,b_2_b_transactions_volume_mn,b_2_c_transactions_value_cr,b_2_c_transactions_volume_mn,customer_initiated_transactions_value_cr,customer_initiated_transactions_volume_mn,onus_transactions_value_cr,onus_transactions_volume_mn,total_value_cr,total_volume_mn,upi_application_name,upi_value_cr,upi_volume_mn
2024-04,Standard Chartered Bank Apps,0.03,,,,105.48,0.16,,,105.51,0.16,,,
2024-04,UCO Bank Apps,,,,,54.3,0.16,,,54.3,0.16,,,
2024-04,Digikhata,,,,,51.08,0.15,,,51.08,0.15,,,
2024-04,Karnataka Bank Apps,,,,,27.18,0.15,,,27.18,0.15,,,
2024-04,Jupiter Edge,,,,,22.88,0.14,,,22.88,0.14,,,
2024-04,Dhani,,,,,7.44,0.13,,,7.44,0.13,,,
2024-04,Indian Overseas Bank Apps,,,,,30.1,0.11,,,30.1,0.11,,,
2024-04,Ultracash,,,,,6.16,0.09,,,6.16,0.09,,,
2024-04,Tamilnad Mercantile Bank Apps,,,,,24.69,0.09,,,24.69,0.09,,,
2024-04,City Union Bank Apps,,,,,26.6,0.08,,,26.6,0.08,,,
2024-04,NSDL Payments Bank Apps,,,,,11.88,0.08,,,11.88,0.08,,,
2024-04,Citi Bank Apps,0.01,,,,69.18,0.06,,,69.19,0.06,,,
2024-04,IDBI Bank Apps,,,,,20.15,0.06,,,20.15,0.06,,,
2024-04,Bank of Maharashtra Apps,0.1,,,,13.96,0.06,,,14.06,0.06,,,
2024-04,Karur Vysya Bank Apps,,,,,18.94,0.05,,,18.94,0.05,,,
2024-04,MakeMyTrip,,,,,19.32,0.04,,,19.32,0.04,,,
2024-04,Go Niyo,,,,,16.77,0.04,,,16.77,0.04,,,
2024-04,Equitas Small Finance Bank Apps,,,,,25.52,0.03,,,25.52,0.03,,,
2024-04,Punjab Sind Bank Apps,,,,,12.15,0.03,,,12.15,0.03,,,
2024-04,Allahabad Bank Apps,,,,,6.18,0.02,,,6.18,0.02,,,
2024-04,Fave,,,,,1.16,0.02,,,1.16,0.02,,,
2024-04,Cheq,,,,,1.13,0.01,,,1.13,0.01,,,
2024-04,Other Apps,4.42,0.15,,,108.18,1.03,,,112.6,1.18,,,
2024-05,PhonePe,,,,,1033588.8,6831.92,,,1033588.8,6831.92,,,
2024-05,Google Pay,,,,,723315.7,5219.56,,,723315.7,5219.56,,,
2024-05,Paytm (OCL),,,,,124704.79,1140.01,,,124704.8,1140.01,,,
2024-05,Cred,,,,,47547.15,140.08,,,47547.15,140.08,,,
2024-05,Amazon Pay,,,,,7419.41,68.34,,,7419.41,68.34,,,
2024-05,Axis Bank Apps,2.89,0.01,2184.74,49.93,3722.58,14.15,,,5910.2,64.08,,,
2024-05,ICICI Bank Apps,12661.97,9.37,449.37,4.22,15332.69,38.5,,,28444.03,52.1,,,
2024-05,FamApp by Trio,,,,,630.89,50.1,,,630.89,50.1,,,
2024-05,Kotak Mahindra Bank Apps,,,,,6178.23,43.41,,,6178.23,43.41,,,
2024-05,WhatsApp,,,,,2938.72,36.45,,,2938.72,36.45,,,
2024-05,HDFC Bank Apps,0.32,0.01,0.06,0.02,8104.06,35.4,,,8104.44,35.43,,,
2024-05,Navi,,,,,958.09,29.72,,,958.09,29.72,,,
2024-05,BHIM,,,,,8095.99,23.43,,,8095.99,23.43,,,
2024-05,Yes Bank Apps,32.11,0.26,,,10939.53,22.48,,,10971.64,22.75,,,
2024-05,Airtel Payments Bank Apps,0.48,,,,1329.67,17.29,0.05,,1330.15,17.29,,,
2024-05,Mobikwik,,,,,2536.09,11.12,,,2536.09,11.12,,,
2024-05,Groww,,,,,7086.12,10.15,,,7086.12,10.15,,,
2024-05,Bajaj Finserv,,,,,1685.51,9.55,,,1685.51,9.55,,,
2024-05,Slice,,,,,646.12,9.05,,,646.12,9.05,,,
2024-05,State Bank of India Apps,,,,,2494.2,7.12,,,2494.2,7.12,,,
2024-05,IDFC Bank Apps,,,,,1690.27,6.99,,,1690.27,6.99,,,
2024-05,Samsung Pay,,,,,547.28,6.56,,,547.28,6.56,,,
2024-05,Jupiter,,,,,769.1,6.07,,,769.1,6.07,,,
2024-05,Federal Bank Apps,,,,,811.83,5.95,,,811.83,5.95,,,
2024-05,India Post Payments Bank Apps,,,,,703.81,5.67,,,703.81,5.67,,,
2024-05,Flipkart,,,,,251.85,4.44,,,251.85,4.44,,,
2024-05,Canara Bank Apps,,,,,828.58,3.06,,,828.58,3.06,,,
2024-05,Deutsche Bank Apps,0.03,,,,369.39,2.34,,,369.42,2.34,,,
2024-05,RBL Bank Apps,31.21,0.05,,,900.13,2.2,,,931.34,2.24,,,
2024-05,Jio Payments Bank Apps,,,,,170.98,2.02,,,170.98,2.02,,,
2024-05,Punjab National Bank Apps,,,,,444.5,1.74,,,444.5,1.74,,,
2024-05,Timepay,0.1,,,,17.59,1.61,,,17.69,1.61,,,
2024-05,Indian Bank Apps,10.05,,,,319.53,1.54,,,329.58,1.55,,,
2024-05,OmniCard,,,,,45.65,1.24,,,45.65,1.24,,,
2024-05,Union Bank Apps,,,,,505.23,1.19,,,505.24,1.19,,,
2024-05,Bank of Baroda Apps,7.31,,,,456.55,1.02,,,463.85,1.02,,,
2024-05,Central Bank of India Apps,,,,,213.29,0.95,,,213.29,0.95,,,
2024-05,AU Small Finance Bank Apps,,,,,249.6,0.82,,,249.6,0.82,,,
2024-05,DBS Digibank Apps,0.49,,,,192.6,0.48,,,193.09,0.48,,,
2024-05,South Indian Bank Apps,,,,,141.47,0.47,,,141.47,0.47,,,
2024-05,Jammu and Kashmir Bank Apps,,,,,64.02,0.43,,,64.02,0.43,,,
2024-05,Fino Payments bank Apps,,,,,53.86,0.38,,,53.86,0.38,,,
2024-05,HSBC Bank Apps,,,0.05,,144.05,0.37,,,144.11,0.37,,,
2024-05,IndusInd Bank Apps,0.58,,,,73.84,0.35,,,74.41,0.36,,,
2024-05,Shriram One,,,,,36.28,0.29,,,36.28,0.29,,,
2024-05,Bank of India Apps,,,,,81.09,0.21,,,81.09,0.21,,,
2024-05,UCO Bank Apps,,,,,65.61,0.2,,,65.61,0.2,,,
2024-05,Kiwi,,,,,36.03,0.18,,,36.03,0.18,,,
2024-05,TataNeu,,,,,25.1,0.18,,,25.1,0.18,,,
2024-05,Standard Chartered Bank Apps,0.02,,,,114.4,0.16,,,114.42,0.16,,,
2024-05,Digikhata,,,,,52.29,0.16,,,52.29,0.16,,,
2024-05,Karnataka Bank Apps,,,,,30.0,0.16,,,30.0,0.16,,,
2024-05,Indian Overseas Bank Apps,,,,,34.43,0.12,,,34.43,0.12,,,
2024-05,Dhani,,,,,13.12,0.11,,,13.12,0.11,,,
2024-05,Ultracash,,,,,6.19,0.09,,,6.19,0.09,,,
2024-05,Tamilnad Mercantile Bank Apps,,,,,25.66,0.08,,,25.66,0.08,,,
2024-05,Citi Bank Apps,0.05,,,,66.69,0.08,,,66.74,0.08,,,
2024-05,City Union Bank Apps,,,,,28.77,0.08,,,28.77,0.08,,,
2024-05,NSDL Payments Bank Apps,,,,,12.71,0.07,,,12.71,0.07,,,
2024-05,IDBI Bank Apps,,,,,27.32,0.07,,,27.32,0.07,,,
2024-05,Aditya Birla Capital Digital,,,,,1.84,0.05,,,1.84,0.05,,,
2024-05,Karur Vysya Bank Apps,,,,,20.63,0.05,,,20.63,0.05,,,
2024-05,Bank of Maharashtra Apps,0.12,,,,10.37,0.05,,,10.49,0.05,,,
2024-05,Niyo Global,,,,,22.56,0.04,,,22.56,0.04,,,
2024-05,MakeMyTrip,,,,,18.12,0.04,,,18.12,0.04,,,
2024-05,Equitas Small Finance Bank Apps,,,,,25.35,0.04,,,25.35,0.04,,,
2024-05,Punjab Sind Bank Apps,,,,,12.97,0.03,,,12.97,0.03,,,
2024-05,Other Apps,3.74,0.14,,,145.19,1.15,,,148.93,1.29,,,
2024-06,PhonePe #,,,,,1009064.99,6716.09,,,1009064.99,6716.09,,,
2024-06,Google Pay #,,,,,707241.27,5103.99,,,707241.27,5103.99,,,
2024-06,Paytm,,,,,120840.45,1104.89,,,120840.45,1104.89,,,
2024-06,Cred #,,,,,45720.01,138.42,,,45720.01,138.42,,,
2024-06,Axis Bank Apps,5.3,0.01,2755.96,60.92,3852.77,14.14,,,6614.04,75.07,,,
2024-06,Amazon Pay #,,,,,7377.3,67.07,,,7377.3,67.07,,,
2024-06,ICICI Bank Apps,12841.44,9.2,462.22,4.2,16692.52,38.25,,,29996.18,51.65,,,
2024-06,FamApp by Trio #,,,,,641.36,50.78,,,641.36,50.78,,,
2024-06,Kotak Mahindra Bank Apps,,,,,6073.08,42.65,,,6073.08,42.65,,,
2024-06,WhatsApp #,,,,,2923.79,37.18,,,2923.79,37.18,,,
2024-06,Navi #,,,,,1769.66,35.72,,,1769.66,35.72,,,
2024-06,HDFC Bank Apps,0.27,,0.08,0.03,8166.94,34.57,,,8167.3,34.6,,,
2024-06,BHIM,,,,,7965.69,22.72,,,7965.69,22.72,,,
2024-06,Yes Bank Apps,31.36,0.27,,,9285.69,22.28,,,9317.05,22.55,,,
2024-06,Airtel Payments Bank Apps,0.39,,,,1191.68,15.76,,,1192.07,15.76,,,
2024-06,Mobikwik #,,,,,2564.79,11.59,,,2564.79,11.59,,,
2024-06,Groww #,,,,,9094.72,11.26,,,9094.72,11.26,,,
2024-06,Bajaj Finserv #,,,,,1852.43,8.23,,,1852.43,8.23,,,
2024-06,Slice #,,,,,634.47,7.86,,,634.47,7.86,,,
2024-06,IDFC Bank Apps,,,,,1654.91,7.33,,,1654.91,7.33,,,
2024-06,State Bank of India Apps,,,,,2426.08,7.22,,,2426.08,7.22,,,
2024-06,Samsung Pay #,,,,,542.12,6.38,,,542.12,6.38,,,
2024-06,India Post Payments Bank Apps,,,,,732.1,6.01,,,732.1,6.01,,,
2024-06,Flipkart UPI #,,,,,337.24,5.97,,,337.24,5.97,,,
2024-06,Federal Bank Apps,,,,,790.57,5.67,,,790.57,5.67,,,
2024-06,Jupiter Money #,,,,,750.68,5.63,,,750.68,5.63,,,
2024-06,Canara Bank Apps,,,,,793.85,2.88,,,793.85,2.88,,,
2024-06,Jio Payments Bank Apps,,,,,186.62,2.33,,,186.62,2.33,,,
2024-06,Deutsche Bank Apps,0.03,,,,334.1,2.25,,,334.12,2.25,,,
2024-06,Timepay #,0.09,,,,20.11,1.82,,,20.2,1.82,,,
2024-06,Punjab National Bank Apps,,,,,472.48,1.8,,,472.48,1.8,,,
2024-06,RBL Bank Apps,52.02,0.09,0.01,,733.04,1.66,,,785.07,1.75,,,
2024-06,Indian Bank Apps,0.18,,,,330.29,1.73,,,330.47,1.73,,,
2024-06,OmniCard #,,,,,53.41,1.28,,,53.41,1.28,,,
2024-06,Union Bank Apps,,,,,461.02,1.06,,,461.02,1.06,,,
2024-06,Bank of Baroda Apps,,,,,450.62,1.03,,,450.62,1.03,,,
2024-06,Central Bank of India Apps,,,,,188.63,0.83,,,188.63,0.83,,,
2024-06,AU Small Finance Bank Apps,,,,,227.63,0.76,,,227.63,0.76,,,
2024-06,Jammu and Kashmir Bank Apps,,,,,97.58,0.75,,,97.58,0.75,,,
2024-06,DBS Digibank Apps,0.49,,,,198.19,0.49,,,198.68,0.5,,,
2024-06,South Indian Bank Apps,,,,,144.78,0.49,,,144.78,0.49,,,
2024-06,IndusInd Bank Apps,1.9,0.01,,,115.96,0.42,,,117.86,0.43,,,
2024-06,Fino Payments bank Apps,,,,,55.79,0.41,,,55.79,0.41,,,
2024-06,HSBC Bank Apps,,,0.05,,148.04,0.4,,,148.09,0.4,,,
2024-06,Shriram One #,,,,,37.04,0.28,,,37.04,0.28,,,
2024-06,UCO Bank Apps,,,,,67.4,0.22,,,67.4,0.22,,,
2024-06,Digikhata #,,,,,63.31,0.19,,,63.31,0.19,,,
2024-06,Karnataka Bank Apps,,,,,33.54,0.18,,,33.55,0.18,,,
2024-06,Standard Chartered Bank Apps,0.05,,,,117.31,0.17,,,117.35,0.17,,,
2024-06,TataNeu #,,,,,23.31,0.16,,,23.31,0.16,,,
2024-06,Kiwi #,,,,,31.43,0.15,,,31.43,0.15,,,
2024-06,Suryoday,,,,,0.02,0.14,,,0.02,0.14,,,
2024-06,Indian Overseas Bank Apps,,,,,37.62,0.13,,,37.62,0.13,,,
2024-06,super.money #,,,,,5.04,0.13,,,5.04,0.13,,,
2024-06,Dhani,,,,,13.84,0.11,,,13.84,0.11,,,
2024-06,Bank of India Apps,,,,,38.05,0.1,,,38.05,0.1,,,
2024-06,Ultracash #,,,,,6.51,0.09,,,6.51,0.09,,,
2024-06,Tamilnad Mercantile Bank Apps,,,,,26.21,0.08,,,26.21,0.08,,,
2024-06,City Union Bank Apps,,,,,28.66,0.08,,,28.66,0.08,,,
2024-06,POP UPI,,,,,4.87,0.07,,,4.87,0.07,,,
2024-06,Citi Bank Apps,0.3,,,,70.21,0.06,,,70.51,0.07,,,
2024-06,Aditya Birla Capital Digital #,,,,,3.45,0.07,,,3.45,0.07,,,
2024-06,IDBI Bank Apps,,,,,27.06,0.07,,,27.06,0.07,,,
2024-06,NSDL Payments Bank Apps,,,,,10.09,0.06,,,10.09,0.06,,,
2024-06,Bank of Maharashtra Apps,,,,,11.11,0.05,,,11.11,0.05,,,
2024-06,Karur Vysya Bank Apps,,,,,18.73,0.05,,,18.73,0.05,,,
2024-06,Niyo Global #,,,,,24.78,0.05,,,24.78,0.05,,,
2024-06,Equitas Small Finance Bank Apps,,,,,26.25,0.04,,,26.25,0.04,,,
2024-06,Punjab Sind Bank Apps,,,,,12.38,0.03,,,12.38,0.03,,,
2024-06,Other Apps,3.67,0.13,,,180.43,1.41,,,184.11,1.54,,,
2024-07,PhonePe #,,,,,1028799.39,6983.97,,,1028799.39,6983.97,,,
2024-07,Google Pay #,,,,,735159.2,5341.23,,,735159.2,5341.23,,,
2024-07,Paytm (OCL ) #,,,,,123467.32,1128.97,,,123467.33,1128.97,,,
2024-07,Cred #,,,,,48998.89,142.56,,,48998.89,142.56,,,
2024-07,Axis Bank Apps,2.4,0.01,2389.15,93.11,3943.51,15.45,,,6335.06,108.57,,,
2024-07,Amazon Pay #,,,,,7995.92,72.41,,,7995.92,72.41,,,
2024-07,Navi #,,,,,3574.61,68.47,,,3574.61,68.47,,,
2024-07,ICICI Bank Apps,10240.43,7.32,405.17,3.46,17883.79,42.13,,,28529.39,52.91,,,
2024-07,Fampay by Trio #,,,,,639.44,52.04,,,639.44,52.04,,,
2024-07,Kotak Mahindra Bank Apps,,,,,6488.28,44.8,,,6488.28,44.8,,,
2024-07,WhatsApp #,,,,,3215.18,41.39,,,3215.18,41.39,,,
2024-07,HDFC Bank Apps,0.28,,0.07,0.02,8747.15,35.25,,,8747.5,35.28,,,
2024-07,BHIM,,,,,8756.73,24.64,,,8756.73,24.64,,,
2024-07,Yes Bank Apps,26.99,0.27,,,9556.22,23.81,,,9583.2,24.08,,,
2024-07,Airtel Payments Bank Apps,0.29,0.85,,,1210.03,16.63,,,1210.32,17.48,,,
2024-07,Groww #,,,,,12129.34,15.18,,,12129.34,15.18,,,
2024-07,Bajaj Finserv #,,,,,2309.58,9.9,,,2309.58,9.9,,,
2024-07,Slice #,,,,,708.27,9.41,,,708.27,9.41,,,
2024-07,Mobikwik #,,,,,2431.73,9.11,,,2431.73,9.11,,,
2024-07,State Bank of India Apps,,,,,2691.74,8.06,,,2691.74,8.06,,,
2024-07,IDFC Bank Apps,,,,,1725.98,7.63,,,1725.98,7.63,,,
2024-07,Flipkart UPI #,,,,,422.36,7.12,,,422.36,7.12,,,
2024-07,Samsung Pay #,,,,,558.51,6.6,,,558.51,6.6,,,
2024-07,India Post Payments Bank Apps,,,,,826.31,6.43,,,826.31,6.43,,,
2024-07,Federal Bank Apps,,,,,848.66,5.95,,,848.66,5.95,,,
2024-07,Jupiter Money #,,,,,781.04,5.76,,,781.04,5.76,,,
2024-07,Canara Bank Apps,,,,,834.74,3.04,,,834.74,3.04,,,
2024-07,Federal Bank Apps,,,,,460.69,2.68,,,460.69,2.68,,,
2024-07,Jio Payments Bank Apps,,,,,199.65,2.53,,,199.65,2.53,,,
2024-07,super.money #,,,,,75.7,2.5,,,75.7,2.5,,,
2024-07,Deutsche Bank Apps,0.06,,,,344.47,2.43,,,344.53,2.44,,,
2024-07,Timepay #,0.08,,,,20.43,2.16,,,20.52,2.16,,,
2024-07,Punjab National Bank Apps,,,,,563.99,2.15,,,563.99,2.15,,,
2024-07,Indian Bank Apps,2.45,,,,342.38,1.95,,,344.83,1.95,,,
2024-07,RBL Bank Apps,18.14,0.05,,,336.63,1.41,,,354.77,1.46,,,
2024-07,Union Bank Apps,,,,,530.92,1.28,,,530.92,1.28,,,
2024-07,Omnicard #,,,,,54.57,1.2,,,54.57,1.2,,,
2024-07,Bank of Baroda Apps,0.39,,,,477.6,1.07,,,477.99,1.07,,,
2024-07,Jammu and Kashmir Bank Apps,,,,,111.92,0.87,,,111.92,0.87,,,
2024-07,Central Bank of India Apps,,,,,180.98,0.83,,,180.98,0.83,,,
2024-07,AU Small Finance Bank Apps,,,,,202.05,0.66,,,202.05,0.66,,,
2024-07,South Indian Bank Apps,,,,,159.32,0.56,,,159.32,0.56,,,
2024-07,DBS Digibank Apps,0.61,,,,205.42,0.52,,,206.03,0.53,,,
2024-07,POP UPI,,,,,34.71,0.45,,,34.71,0.45,,,
2024-07,Fino Payments bank Apps,,,,,58.11,0.44,,,58.11,0.44,,,
2024-07,HSBC Bank Apps,,,0.05,,152.09,0.44,,,152.15,0.44,,,
2024-07,IndusInd Bank Apps,1.48,0.01,,,99.64,0.37,,,101.12,0.38,,,
2024-07,Shri Ram One #,,,,,35.64,0.3,,,35.64,0.3,,,
2024-07,Digikhata #,,,,,83.11,0.26,,,83.11,0.26,,,
2024-07,UCO Bank Apps,,,,,69.95,0.24,,,69.95,0.24,,,
2024-07,Karnataka Bank Apps,,,,,39.14,0.19,,,39.14,0.19,,,
2024-07,Standard Chartered Bank Apps,0.04,,,,116.68,0.17,,,116.72,0.17,,,
2024-07,TataNeu #,,,,,26.16,0.17,,,26.16,0.17,,,
2024-07,Indian Overseas Bank Apps,,,,,45.13,0.15,,,45.13,0.15,,,
2024-07,Kiwi,,,,,30.35,0.15,,,30.35,0.15,,,
2024-07,Suryoday Bank Apps,,,,,0.03,0.13,,,0.03,0.13,,,
2024-07,Dhani #,,,,,15.91,0.11,,,15.91,0.11,,,
2024-07,Ultracash #,,,,,7.35,0.1,,,7.35,0.1,,,
2024-07,Bank of India Apps,,,,,20.12,0.08,,,20.12,0.08,,,
2024-07,Tamilnad Mercantile Bank Apps,,,,,24.19,0.08,,,24.19,0.08,,,
2024-07,City Union Bank Apps,,,,,28.82,0.08,,,28.82,0.08,,,
2024-07,IDBI Bank Apps,,,,,32.92,0.08,,,32.92,0.08,,,
2024-07,Aditya Birla Capital Digital Limited,,,,,3.7,0.08,,,3.7,0.08,,,
2024-07,NSDL Payments Bank Apps,,,,,10.63,0.07,,,10.63,0.07,,,
2024-07,Citi Bank Apps,0.59,0.01,,,33.95,0.06,,,34.54,0.07,,,
2024-07,Bank of Maharashtra Apps,0.02,,,,13.25,0.06,,,13.27,0.06,,,
2024-07,Niyo Global #,,,,,28.59,0.06,,,28.59,0.06,,,
2024-07,Karur Vysya Bank Apps,,,,,20.69,0.06,,,20.69,0.06,,,
2024-07,Rapi Pay #,,,,,5.95,0.04,,,5.95,0.04,,,
2024-07,Equitas Small Finance Bank Apps,,,,,28.2,0.04,,,28.2,0.04,,,
2024-07,Punjab Sind Bank Apps,,,,,14.96,0.03,,,14.96,0.03,,,
2024-07,Allahabad Bank Apps,,,,,5.19,0.02,,,5.19,0.02,,,
2024-07,Other Apps,3.99,0.15,0.08,,191.87,1.34,,,195.85,1.48,,,
2024-08,PhonePe #,,,,,1033264.34,7236.49,,,1033264.34,7236.49,,,
2024-08,Google Pay #,,,,,742223.07,5592.45,,,742223.07,5592.45,,,
2024-08,Paytm #,,,,,113672.16,1078.9,,,113672.17,1078.9,,,
2024-08,Cred #,,,,,50720.89,147.48,,,50720.89,147.48,,,
2024-08,Axis Bank Apps,2.21,0.01,1642.7,95.91,4189.44,18.05,,,5834.35,113.97,,,
2024-08,Navi #,,,,,4651.32,88.71,,,4651.32,88.71,,,
2024-08,Amazon Pay #,,,,,7744.21,70.72,,,7744.21,70.72,,,
2024-08,Fam Pay by Trio #,,,,,686.06,57.16,,,686.06,57.16,,,
2024-08,ICICI Bank Apps,3182.57,2.72,6.62,0.01,18120.13,48.59,,,21309.33,51.31,,,
2024-08,Kotak Mahindra Bank Apps,,,,,6349.0,46.94,,,6349.0,46.94,,,
2024-08,WhatsApp #,,,,,3421.99,45.43,,,3421.99,45.43,,,
2024-08,HDFC Bank Apps,0.42,0.01,0.39,0.26,8834.38,35.74,,,8835.19,36.0,,,
2024-08,Yes Bank Apps,24.65,0.37,0.01,,9692.56,25.94,,,9717.22,26.3,,,
2024-08,BHIM,,,,,8363.28,25.94,,,8363.28,25.94,,,
2024-08,Airtel Payments Bank Apps,,,0.01,,1221.85,17.56,0.05,,1221.86,17.56,,,
2024-08,Mobikwik #,,,,,3012.52,14.94,,,3012.52,14.94,,,
2024-08,Groww #,,,,,9693.95,13.65,,,9693.95,13.65,,,
2024-08,super.money #,,,,,385.77,11.63,,,385.77,11.63,,,
2024-08,Bajaj Finserv #,,,,,2639.91,11.01,,,2639.91,11.01,,,
2024-08,slice #,,,,,775.67,10.53,,,775.67,10.53,,,
2024-08,State Bank of India Apps,,,,,2827.84,9.0,,,2827.84,9.0,,,
2024-08,Flipkart UPI #,,,,,468.99,8.6,,,468.99,8.6,,,
2024-08,IDFC Bank Apps,,,,,1768.92,8.01,,,1768.92,8.01,,,
2024-08,Samsung Pay #,,,,,567.24,7.14,,,567.24,7.14,,,
2024-08,India Post Payments Bank Apps,,,,,906.0,7.04,,,906.0,7.04,,,
2024-08,Federal Bank Apps,,,,,901.05,6.25,,,901.05,6.25,,,
2024-08,Jupiter Money #,,,,,807.39,6.04,,,807.39,6.04,,,
2024-08,Deutsche Bank Apps,0.07,,,,369.37,3.73,,,369.45,3.73,,,
2024-08,Canara Bank Apps,,,,,810.75,3.1,,,810.75,3.1,,,
2024-08,Jio Payments Bank Apps,,,,,201.6,2.62,,,201.6,2.62,,,
2024-08,Punjab National Bank Apps,,,,,595.26,2.57,,,595.26,2.57,,,
2024-08,Indian Bank Apps,0.28,,,,373.47,2.26,,,373.75,2.26,,,
2024-08,RBL Bank Apps,5.51,0.02,,,548.79,1.53,,,554.3,1.55,,,
2024-08,Timepay #,0.02,,,,12.89,1.29,,,12.9,1.29,,,
2024-08,Union Bank Apps,,,,,468.83,1.27,,,468.83,1.27,,,
2024-08,OmniCard #,,,,,61.66,1.21,,,61.66,1.21,,,
2024-08,Bank of Baroda Apps,,,,,449.45,1.13,,,449.45,1.13,,,
2024-08,Jammu and Kashmir Bank Apps,,,,,122.73,0.93,,,122.73,0.93,,,
2024-08,Central Bank of India Apps,,,,,173.27,0.85,,,173.27,0.85,,,
2024-08,POP UPI,,,,,72.62,0.77,,,72.62,0.77,,,
2024-08,South Indian Bank Apps,,,,,168.87,0.62,,,168.87,0.62,,,
2024-08,AU Small Finance Bank Apps,,,,,155.57,0.53,,,155.57,0.53,,,
2024-08,DBS Digibank Apps,0.58,,,,198.88,0.52,,,199.46,0.52,,,
2024-08,Aditya Birla Capital Digital,,,,,16.36,0.51,,,16.36,0.51,,,
2024-08,HSBC Bank Apps,,,0.09,,168.5,0.49,,,168.59,0.49,,,
2024-08,Fino Payments bank Apps,,,,,54.37,0.46,,,54.37,0.46,,,
2024-08,IndusInd Bank Apps,2.23,0.01,,,99.26,0.37,,,101.49,0.37,,,
2024-08,Digikhata #,,,,,110.14,0.33,,,110.14,0.33,,,
2024-08,Shri Ram One #,,,,,37.87,0.33,,,37.87,0.33,,,
2024-08,Kiwi #,,,,,37.8,0.29,,,37.8,0.29,,,
2024-08,UCO Bank Apps,,,,,53.95,0.24,,,53.95,0.24,,,
2024-08,Suryoday Bank Apps,,,,,0.02,0.21,,,0.02,0.21,,,
2024-08,Karnataka Bank Apps,,,,,39.14,0.19,,,39.14,0.19,,,
2024-08,TataNeu #,,,,,28.51,0.18,,,28.51,0.18,,,
2024-08,Standard Chartered Bank Apps,0.03,,,,116.65,0.18,,,116.68,0.18,,,
2024-08,Indian Overseas Bank Apps,,,,,46.55,0.17,,,46.55,0.17,,,
2024-08,Dhani,,,,,15.89,0.12,,,15.89,0.12,,,
2024-08,Ultracash,,,,,8.68,0.12,,,8.68,0.12,,,
2024-08,Bank of India Apps,,,,,28.04,0.11,,,28.04,0.11,,,
2024-08,IDBI Bank Apps,,,,,33.76,0.09,,,33.76,0.09,,,
2024-08,City Union Bank Apps,,,,,29.36,0.08,,,29.36,0.08,,,
2024-08,Niyo Global,,,,,40.29,0.08,,,40.29,0.08,,,
2024-08,Tamilnad Mercantile Bank Apps,,,,,24.17,0.08,,,24.17,0.08,,,
2024-08,NSDL Payments Bank Apps,,,,,11.72,0.08,,,11.72,0.08,,,
2024-08,Karur Vysya Bank Apps,,,,,21.0,0.06,,,21.0,0.06,,,
2024-08,Rapi Pay,,,,,9.04,0.06,,,9.04,0.06,,,
2024-08,Equitas Small Finance Bank Apps,,,,,26.4,0.04,,,26.4,0.04,,,
2024-08,Punjab Sind Bank Apps,,,,,13.83,0.03,,,13.83,0.03,,,
2024-08,Allahabad Bank Apps,,,,,5.13,0.02,,,5.13,0.02,,,
2024-08,Others,4.44,0.15,,,226.14,1.66,,,230.58,1.82,,,
2024-09,PhonePe #,,,,,1030871.0,7221.22,,,1030871.0,7221.22,,,
2024-09,Google Pay #,,,,,746690.05,5625.22,,,746690.05,5625.22,,,
2024-09,Paytm (OCL) #,,,0.01,,113351.53,1064.62,,,113351.54,1064.62,,,
2024-09,Cred #,,,,,47982.71,140.0,,,47982.71,140.0,,,
2024-09,Navi #,,,,,6549.1,120.41,,,6549.1,120.41,,,
2024-09,Axis Bank Apps,1.76,0.01,1736.7,102.5,4248.02,17.88,,,5986.48,120.38,,,
2024-09,Amazon Pay #,,,,,7845.04,70.98,,,7845.04,70.98,,,
2024-09,Fam App by Trio #,,,,,714.29,61.05,,,714.29,61.05,,,
2024-09,ICICI Bank Apps,3203.84,2.74,7.85,0.01,17864.44,50.84,,,21076.12,53.59,,,
2024-09,WhatsApp #,,,,,3586.71,48.75,,,3586.71,48.75,,,
2024-09,Kotak Mahindra Bank Apps,,,,,6413.16,47.14,,,6413.16,47.14,,,
2024-09,HDFC Bank Apps,0.6,0.01,0.53,0.29,8995.98,35.84,,,8997.11,36.14,,,
2024-09,Yes Bank Apps,30.35,0.66,0.02,,9747.12,30.61,,,9777.48,31.27,,,
2024-09,BHIM,,,,,8466.3,26.39,,,8466.3,26.39,,,
2024-09,super.money #,,,,,1131.59,25.75,0.05,,1131.59,25.75,,,
2024-09,Airtel Payments Bank Apps,0.06,,0.01,,1278.37,17.41,,,1278.38,17.41,,,
2024-09,Mobikwik #,,,,,2964.08,16.07,,,2964.08,16.07,,,
2024-09,Groww #,,,,,9526.49,13.46,,,9526.49,13.46,,,
2024-09,Flipkart UPI #,,,,,734.8,12.85,,,734.8,12.85,,,
2024-09,Bajaj Finserv #,,,,,2711.55,11.15,,,2711.55,11.15,,,
2024-09,slice #,,,,,792.06,10.62,,,792.06,10.62,,,
2024-09,State Bank of India Apps,,,,,2883.41,9.8,,,2883.42,9.8,,,
2024-09,IDFC Bank Apps,,,,,1838.99,8.33,,,1838.99,8.33,,,
2024-09,Samsung Pay #,,,,,564.5,7.33,,,564.5,7.33,,,
2024-09,India Post Payments Bank Apps,,,,,908.78,6.96,,,908.78,6.96,,,
