period,beneficiary_bank,cb_ratio,chargebacks_accepted_during_the_month,chargebacks_received_during_the_month,code,representment_raised_during_the_month,total_txns_during_the_month,type_name
2024-10,THE AKOLA JANATA COMMERCIAL COOPERATIVE BANK LTD,0.0,,,AKO,,88175,
2024-10,JANATA SAHAKARI BANK LTD AJARA,0.0045,,4,JNA,4,88102,
2024-10,The Tiruvannamalai District central Cooperative Bank Ltd,0.0,,,TID,,85798,
2024-10,Jogindra Central Cooperative Bank Ltd,0.0,,,JGC,,85137,
2024-10,NILGIRIS DISTRICT CENTRAL COOPERATIVE BANK,0.0012,,1,NDL,1,84474,
2024-10,MADURAI DISTRICT CENTRAL COOPERATIVE BANK,0.0012,,1,MCC,1,83835,
2024-10,RAPIPAY FINTECH PRIVATE LIMITED,0.0036,3,3,RFP,,83175,
2024-10,Pune Urban Co-Op Bank Ltd,0.0024,,2,PNE,2,82993,
2024-10,Pavana Sahakari Bank Ltd-Pune,0.0,,,PSI,,81905,
2024-10,Sterling Urban Cooperative Bank Ltd,0.0,,,SLB,,81654,
2024-10,Samarth Sahakari Bank Maryadit Jalna,0.0,,,SSJ,,80423,
2024-10,Irinjalakuda Town Co,0.0,,,IKT,,79397,
2024-10,The Nanded Merchants Coop Bank Ltd,0.0,,,NMN,,79367,
2024-10,Fingrowth Cooperative Bank Ltd,0.0013,,1,FNG,1,78922,
2024-10,Shree Panchganga Nagari Sahakari Bank Ltd,0.0,,,SPN,,78800,
2024-10,PRERANA CO OPERATIVE BANK LTD,0.0026,,2,PRC,2,77105,
2024-10,Valmiki Urban Coop Bank Ltd. Pathri,0.0,,,VMK,,75681,
2024-10,The District Central Co op Bank Ltd Khammam,0.0,,,DCK,,74894,
2024-10,The National Co bank,0.0,,,NCB,,74591,
2024-10,The Chittoor District Co-op Central Bank Ltd,0.0014,,1,CDL,1,73943,
2024-10,Associate Co.op. Bank Ltd.,0.0,,,TAS,,73137,
2024-10,Axis Bank Credit Card,0.0014,1,1,AXC,,71743,
2024-10,PUDUKOTTAI DISTRICT CENTRAL COOPERATIVE BANK,0.0028,,2,PCC,2,71484,
2024-10,The Warangal District Cooperative Central Bank Ltd,0.0,,,WDC,,71471,
2024-10,The Bhagyalakshmi Mahila Sahakari Bank Ltd,0.0014,,1,BMN,1,70047,
2024-10,Sri Basaveshwar Bank,0.0043,,3,BSB,3,69516,
2024-10,Jamia Co-operative Bank Ltd,0.0014,,1,JAM,1,69489,
2024-10,Jalore Nagrik Bank,0.0,,,JLB,,69281,
2024-10,Shri Mahila Sewa Sahakari Bank Ltd.,0.0029,,2,SMW,2,69148,
2024-10,THE RAIGAD DISTRICT CO OPERATIVE BANK LTD ALIBAG,0.0,,,RGD,,68367,
2024-10,The Burdwan Central Co op Bank Ltd,0.0044,,3,BUR,3,67487,
2024-10,VILLUPURAM DISTRICT CENTRAL COOPERATIVE BANK,0.0,,,VDB,,66814,
2024-10,THE URBAN CO OP BANK LTD DHARANGAON,0.0015,,1,UBD,1,65831,
2024-10,The Nasik Road Deolali Vyapari Sahakari Bank Ltd,0.0,,,NRV,,65189,
2024-10,Lokmangal CooP Bank,0.0015,,1,LCI,1,64893,
2024-10,RAMANATHAPURAM DISTRICT CENTRAL COOPERATIVE BANK,0.0015,,1,RDB,1,64758,
2024-10,Vasai Janata Sahakari bank Ltd,0.0,,,VJS,,63773,
2024-10,The Sirsi Urban Sahakari Bank Limited,0.0047,,3,SSR,3,63676,
2024-10,Akhand Anand Co-op Bank Ltd,0.0,,,AAC,,63184,
2024-10,Manvi Pattana Souharda Sahakari Bank Ni.,0.0,,,MAI,,63017,
2024-10,ADARNIYA P D PATILSAHEB SAHAKARI BANK LTD KARAD,0.0,,,APB,,61410,
2024-10,Puduvai Bharathiar Grama Bank,0.0,,,PBB,,60971,
2024-10,Sampada Sahakari Bank Ltd Pune,0.0016,,1,SSB,1,60653,
2024-10,THE BUSINESS CO OPERATIVE BANK LTD,0.005,,3,BEB,3,60521,
2024-10,The Kodinar Taluka Cooperative Banking Union Ltd,0.0,,,KTU,,59157,
2024-10,MAHAVEER COOPERATIVE URBAN BANK LTD,0.0,,,MCU,,58712,
2024-10,The Bavla Nagrik Sahakari Bank Ltd,0.0,,,BVN,,58685,
2024-10,Muzaffarnagar District Cooperative Bank Ltd,0.036,17,21,MDC,4,58359,
2024-10,Rajapur Urban Cooperative Bank Ltd,0.0,,,RUD,,58326,
2024-10,JIJAMATA MAHILA SAHAKARI BANK LTD,0.0,,,JMS,,58294,
2024-10,AHMEDNAGAR SHAHAR SAHAKARI BANK MARYADIT,0.0,,,AHS,,58042,
2024-10,The Citizen Coop Bank Ltd,0.0035,,2,CZN,2,57776,
2024-10,Unity Small Finance Bank Limited,0.0017,,1,USB,1,57681,
2024-10,SHRI ARIHANT CO-OP BANK LTD,0.0035,,2,SAC,2,57533,
2024-10,The Agrasen Co-Operative Urban Bank Ltd,0.0,,,AGU,,57436,
2024-10,Tumkur Grain Merchants Co-operative Bank Ltd,0.007,,4,TKG,4,57300,
2024-10,Shri Bharat Urban Co-Operative Bank Ltd Jaysingpur,0.0035,,2,SUJ,2,56497,
2024-10,Shrimant Malojiraje Sahakari Bank,0.0,,,SMS,,56141,
2024-10,MADHYA PRADESH RAJYA SAHAKARI BANK MARYADIT,0.0,,,MRS,,56038,
2024-10,The Sarvodaya Nagarik Sahakari Bank Ltd,0.0018,,1,SRV,1,54398,
2024-10,Navi Mumbai Co-operative Bank Ltd,0.0,,,NMB,,53922,
2024-10,Indrayani Cooperative Bank Ltd,0.0,,,INC,,53604,
2024-10,The Kranthi Co-Operative Urban Bank Ltd,0.0037,2,2,TKR,,53547,
2024-10,TIRUNELVELI DISTRICT CENTRAL COOPERATIVE BANK LTD,0.0,,,TDL,,53383,
2024-10,Jamia Co-operative Bank,0.0,,,JCB,,53286,
2024-10,THE KODUNGALLUR TOWN COOPERATIVE BANK LTD,0.0,,,KDG,,53233,
2024-10,The Erode District Central Cooperative Bank Ltd,0.0,,,EDC,,52767,
2024-10,BRAHMADEODADA MANE SAHAKARI BANK LTD SOLAPUR,0.0,,,BMS,,52700,
2024-10,TRANSERV PRIVATE LIMITED,0.0019,,1,TPI,1,52633,
2024-10,Ratnagiri District Central Co-operative Bank Ltd,0.002,,1,RDL,1,49825,
2024-10,Rajadhani Co Op Urban Bank Ltd,0.0,,,RCB,,48986,
2024-10,Balotra Urban Co-operative Bank Limited,0.0,,,BLT,,48315,
2024-10,The Bharuch District Central Coop Bank Ltd,0.0021,1,1,BHD,,48261,
2024-10,The Udaipur Urban Co-Operative Bank Ltd.,0.0,,,UUB,,48187,
2024-10,BHAVNA RISHI CO OPERATIVE URBAN BANK LTD,0.0021,,1,BHV,1,47473,
2024-10,The Godhra Urban Cooperative Bank Ltd,0.0,,,GDH,,47133,
2024-10,The Navnirman Co-Operative Bank Ltd,0.0021,,1,NBT,1,46638,
2024-10,VIRUDHUNAGAR DISTRICT CENTRAL COOPERATIVE BANK,0.0022,,1,VCL,1,46422,
2024-10,Kankaria Maninagar Nagarik Sahakari Bank Ltd,0.0022,1,1,KNK,,45888,
2024-10,Zila Sahakari Bank Ltd Lakhimpur Kheri,0.0,,,ZLK,,45339,
2024-10,VALSAD DISTRICT CENTRAL CO OPERATIVE BANK LTD,0.0,,,VSD,,44676,
2024-10,The Kakinada Co-operative Town Bank Ltd,0.0,,,KCT,,44648,
2024-10,PATAN NAGARIK SAHAKARI BANK LTD,0.0,,,PTN,,44031,
2024-10,The Latur District Central Co-op Bank Ltd,0.0068,3,3,LDC,,44010,
2024-10,Cuddalore District Central Co-op Bank,0.0046,,2,CDB,2,43901,
2024-10,The Urban Coop Bank Ltd No 1758 Perinthalmanna,0.0092,,4,TPU,4,43517,
2024-10,NANDANI SAHAKARI BANK LTD NANDANI,0.0023,,1,NSN,1,43292,
2024-10,The Sarvodaya Sahakari bank ltd,0.0,,,SVD,,42802,
2024-10,Citizens Co-Operative Bank Ltd,0.0,,,CZS,,42173,
2024-10,The Chikhli Urban Co,0.0024,1,1,CKL,,41964,
2024-10,The Udaipur Mahila Urban Co-Operative Bank Ltd.,0.0119,,5,UMB,5,41960,
2024-10,Sri Vasavamba Co-Op. Bank Ltd.,0.0048,,2,VSM,2,41608,
2024-10,Maratha Cooperative Bank Ltd,0.0024,1,1,MCL,,41293,
2024-10,The Raichur District Central Coop Bank Ltd Raichur,0.0,,,RDC,,41154,
2024-10,Shri Gajanan Maharaj Urban Co.op. Bank Ltd. Bhokardan,0.0,,,SGM,,41103,
2024-10,SIVAGANGAI DISTRICT CENTRAL COOPERATIVE BANK,0.0,,,SCC,,40766,
2024-10,THE DAHOD MERCANTILE CO-OP BANK LTD,0.0,,,DAM,,40649,
2024-10,Sterling Urban Co-operative Bank Ltd.,0.0,,,SUD,,40527,
2024-10,Mahanagar Nagrik Sahakari Bank Maryadit,0.0,,,MHN,,40456,
2024-10,The Dhanbad Central Cooperative Bank Ltd,0.0,,,DBL,,40442,
2024-10,Dapoli Urban Co-operative Bank Ltd.,0.0,,,DAP,,40204,
2024-10,Chhattisgarh Rajya Sahakari Bank Mydt,0.0,,,CGR,,39753,
2024-10,S S L S A Kurundwad Urban Bank Ltd,0.0,,,SKU,,39752,
2024-10,THANJAVUR DISTRICT CENTRAL COOPERATIVE BANK,0.0,,,TCC,,39428,
2024-10,SHRI ADINATH CO OP BANK LTD,0.0,,,SDN,,38461,
2024-10,Siddheshwar Urban Coop Bank Maryadit Sillod,0.0,,,SCM,,38353,
2024-10,THE KODAGU DISTRICT CO-OP CENTRAL BANK LTD,0.0,,,KCC,,38069,
2024-10,The Commercial Coop Bank Limited Kolhapur.,0.0,,,TMK,,37489,
2024-10,Raje Vikramsinh Ghatage Co-operative Bank Ltd.Kagal,0.0027,,1,RVK,1,37230,
2024-10,The Junagadh Commercial Co-Operative Bank Ltd,0.0,,,JUN,,37190,
2024-10,The Latur Urban Coop Bank Ltd Latur,0.0,,,TLC,,37190,
2024-10,THE CHIPLUN URBAN COOPERATIVE BANK LTD,0.0,,,CUL,,37144,
2024-10,THOOTHUKUDI DISTRICT CENTRAL COOPERATIVE BANK,0.0,,,THD,,36954,
2024-10,LAXMI URBANCOOP BANK LTD LATUR,0.0,,,LUL,,36886,
2024-10,People s Urban Co-operative Bank Ltd.,0.0028,,1,PCI,1,36161,
2024-10,IDFC Bank Credit Card,0.0,,,DCC,,35605,
2024-10,The Junagadh Jilla Sahakari Bank Ltd,0.0,,,JJL,,35483,
2024-10,THE KAKATIYA CO-OPERATIVE URBAN BANK LTD,0.0029,,1,KTK,1,34829,
2024-10,The Davangere Harihar Urban Sahakara Bank Niyamitha,0.0029,,1,DHS,1,34313,
2024-10,Warangal Urban Cooperative Bank Ltd,0.0,,,WUC,,34232,
2024-10,The Jamkhandi Urban Co-Operative Bank Ltd,0.0,,,JUB,,33607,
2024-10,The Pratap Co-operative Bank Ltd,0.0,,,PTP,,33488,
2024-10,VARDHAMAN MAHILA CO OPERATIVE URBAN BANK LTD,0.0,,,VRD,,33115,
2024-10,Guardian Souharda Sahakari Bank Niyamita,0.0,,,GSN,,33090,
2024-10,Nagrik Sahakari Maryadit Gwalior,0.0,,,NSG,,33032,
2024-10,Himatnagar Nagarik Sahakari Bank Ltd,0.0062,,2,HMT,2,32328,
2024-10,URBAN CO OPERATIVA BANK LTD SIDDHARTHNAGAR,0.0031,1,1,UBS,,32161,
2024-10,RAMPUR ZILA SAHKARI BANK LTD,0.0,,,RZS,,31635,
2024-10,Pali Urban Co-Operative Bank Limited,0.0032,,1,PLB,1,31581,
2024-10,THE HASSAN DISTRICT CO-OPERATIVE CENTRAL BANK LTD,0.0032,1,1,HDC,,31340,
2024-10,The Mangalore Catholic Co-operative Bank Ltd.,0.0032,1,1,MNG,,30883,
2024-10,The Surat Mercantile Co-op Bank Ltd,0.0,,,SRT,,30648,
2024-10,THE BABASAHEB DESHMUKH SAHAKARI BANK LTD,0.0033,1,1,BAB,,30417,
2024-10,The Ashta Peoples Co-op Bank Ltd Ashta,0.0033,,1,APA,1,30297,
2024-10,The Udaipur Mahila Samridhi Urban Co-operative Bank Ltd.,0.0,,,UMS,,30173,
2024-10,Jankalyan urban Co-Operative Maryadit Kallam,0.0,,,JUC,,30084,
2024-10,Slice Small Finance Bank Acquirer,0.0,,,NEF,,29966,
2024-10,The Saurashtra Co-Operative Bank Ltd,0.0034,1,1,STB,,29459,
2024-10,Malviya Urban Co-operative Bank Ltd.,0.0034,,1,MVY,1,29429,
2024-10,Sardar Vallabhbhai Sahakari Bank Ltd,0.0,,,SVS,,29126,
2024-10,Vaishya Sahakari Bank Ltd,0.0,,,VBM,,28845,
2024-10,The Bangalore City Co-operative Bank Ltd,0.0035,,1,BNG,1,28721,
2024-10,SAMATA CO OPERATIVE DEVELOPMENT BANK LTD,0.0767,22,22,SCO,,28674,
2024-10,THE CO-OPERATIVE BANK OF RAJKOT LTD,0.0035,,1,COR,1,28514,
